repo_name,readme_length,github_wiki_length,readme_completeness,docstring_coverage,documentation_percentage,documentation_up_to_date,documentation_readability,code_examples_ratio
arybo,1919,0,0.3333333333333333,0.0456140350877193,0.1152376910016978,0.0513833992094861,16.04209179427188,0.0
asciiqrcode,630,0,0.2,0.5,0.2067307692307692,0.0,0.0,0.0
asyncssh,7644,0,0.4,0.9026845637583892,0.2437086437763768,0.2914798206278027,15.532362283745282,0.0
avendesora,30109,0,0.4,0.2070063694267516,0.1144099286563614,0.3675496688741722,12.761129646244177,0.0
minotaurx_hash,3595,0,0.2666666666666666,0.6666666666666665,0.0764331210191082,0.0,22.53524312896406,0.0
axioms-flask-py,5893,0,0.3333333333333333,0.7416879795396418,0.2118451025056947,0.2203389830508474,20.999389581843705,0.0
axml,5147,0,0.1333333333333333,0.5355648535564853,0.2144482366325369,0.0125786163522012,17.124501806917916,0.0
badchars,11916,0,0.2666666666666666,1.0,0.2037037037037037,0.0,91.93880456349208,0.0
badsnakes,4021,0,0.3333333333333333,0.959847036328872,0.5626076260762608,0.2238805970149253,19.255901608754183,0.0
bandit,4516,0,0.1333333333333333,0.0,0.1997448585124478,0.0101010101010101,19.920282937630702,0.0
ECC,8662,0,0.2666666666666666,0.4871794871794871,0.2807244501940492,0.2608695652173913,17.95453242802346,0.0
bech32m,603,0,0.0666666666666666,0.782608695652174,0.223076923076923,0.0,0.0,0.0
py-beward,3204,0,0.2,0.9090909090909092,0.1491782553729456,0.0793650793650793,17.962053445850916,0.0
bind9-parser,45475,0,0.2666666666666666,0.8223519599666389,0.1896532836720162,0.0612244897959183,11.492922939342892,0.0
bintropy,5265,0,0.1333333333333333,0.4761904761904761,0.1828125,0.0,19.67602121263684,0.0
blackspammerbd-webdev,537,0,0.0666666666666666,0.625,0.1774553571428571,0.0,0.0,0.0
blackspammerbd_webmaster,31633,0,0.6,0.1578947368421052,0.0856164383561643,0.2727272727272727,44.43873737373737,0.0
blake3-py,3751,0,0.2,0.0222222222222222,0.0991217063989962,0.0,13.02793452222518,0.0
blint,10631,0,0.3333333333333333,0.3632385120350109,0.0882609780439121,0.04,13.14716435813914,0.0
BloodRecon,21223,0,0.6,0.96218487394958,0.1318565400843881,0.0,28.898028627952986,0.0
